excluded,RavensProgressiveMatrix_sum,Inherence_Bias,Should_Score,Good_Score,Ought_Score,Belief_in_Just_World,instructionsâ onthefollowingscreensyouwillbeaskedtofilloutseve,startnextsurvey,pleasereadthestatementsonthefollowingpages.thinkcarefullyaboutho,ih01stop,ih02beds,ih03diamon,ih04dollar,ih05chipmu,ih06oj,ih07pink,ih08white,ih09black,ih10mint,ih117days,ih12weeken,ih13limbs,ih14eyes,ih15sounds,ihc1,ihc2,beginnexttaskâ thefollowingisapatternmatchingtask.inthissectio,rmpprac1,practicequestion1answerâ â hereisthecorrectanswertotheprevio,rpmprac2,practicequestion2answerâ â hereisthecorrectanswertotheprevio,begintestquestionsyouwillnowbeaskedtocomplete12questionswithoutr,rpm1,timingfirstclick,timinglastclick,timingpagesubmit,timingclickcount,rpm2,timingfirstclick_A,timinglastclick_A,timingpagesubmit_A,timingclickcount_A,rpm3,timingfirstclick_B,timinglastclick_B,timingpagesubmit_B,timingclickcount_B,rpm4,timingfirstclick_C,timinglastclick_C,timingpagesubmit_C,timingclickcount_C,rpm5,timingfirstclick_D,timinglastclick_D,timingpagesubmit_D,timingclickcount_D,rpm6,timingfirstclick_E,timinglastclick_E,timingpagesubmit_E,timingclickcount_E,rpm7,timingfirstclick_F,timinglastclick_F,timingpagesubmit_F,timingclickcount_F,rpm8,timingfirstclick_G,timinglastclick_G,timingpagesubmit_G,timingclickcount_G,rpm9,timingfirstclick_H,timinglastclick_H,timingpagesubmit_H,timingclickcount_H,rpm10,timingfirstclick_I,timinglastclick_I,timingpagesubmit_I,timingclickcount_I,rpm11,timingfirstclick_J,timinglastclick_J,timingpagesubmit_J,timingclickcount_J,rpm12,timingfirstclick_K,timinglastclick_K,timingpagesubmit_K,timingclickcount_K,beginnextsurvey,instructionspleaserateeachofthestatementsonthefollowingpagesusin,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,bjw19,bjw20,belowisapassagefromanewspaperarticleorpressrelease.afterreadingt,timingfirstclick_L,timinglastclick_L,timingpagesubmit_L,timingclickcount_L,shouldpizza,doyouthinktheamountofpizzasoldwillgrowinthenext5years,whatdoyouthinkaccountsforthecurrentpricesofpizza,howfarbackdoyouthinkdatahasbeencollectedonpizzaconsumptionintheu,whatareyourpizzaconsumptionhabits,â belowisapassagefromanewspaperarticleorpressrelease.afterread,timingfirstclick_M,timinglastclick_M,timingpagesubmit_M,timingclickcount_M,goodfootball,doyouthinkthenumberofviewerswhowatchthegameslivewillstayataround,whatdoyouthinkaccountsforwhyonly6offootballviewerswatchthegamesl,howfarbackdoyouthinkdatahasbeencollectedonfootballviewershipinth,whatareyourfootballviewinghabits,â belowisapassagefromanewspaperarticleorpressrelease.afterre_A,timingfirstclick_N,timinglastclick_N,timingpagesubmit_N,timingclickcount_N,goodwork,doyouthinkthepercentageofpeoplewhoridetheirbikestoworkwillcontin,whatdoyouthinkaccountsforwhysofewamericansridetheirbikestowork,howfarbackdoyouthinkdatahasbeencollectedondrivingratesintheunite,whatareyourdrivinghabits,â belowisapassagefromanewspaperarticleorpressrelease.afterre_B,timingfirstclick_O,timinglastclick_O,timingpagesubmit_O,timingclickcount_O,shouldtv,doyouthinktheaveragenumberofshowsandmoviesthatamericanswatchperw,whatdoyouthinkaccountsforthegrowingnumberofavailabledevicestowat,howfarbackdoyouthinkdatahasbeencollectedontvviewingintheunitedst,whatareyourtvviewinghabits,â belowisapassagefromanewspaperarticleorpressrelease.afterre_C,timingfirstclick_P,timinglastclick_P,timingpagesubmit_P,timingclickcount_P,shouldemail,doyouthinktheoverallpopulationofinternetuserswillcontinuetogrowi,whatdoyouthinkaccountsfortherecentriseinthepopulationofinternetu,howfarbackdoyouthinkdatahasbeencollectedonemailandinternetsearch,whatareyouremailandinternetsearchhabits,belowisapassagefromanewspaperarticleorpressrelease.afterreadin_A,timingfirstclick_Q,timinglastclick_Q,timingpagesubmit_Q,timingclickcount_Q,goodcoffee,doyouthinkthesinglecupbrewingformatisgoingtogrowinthefuture,whatdoyouthinkaccountsforthesuccessofthesinglecupbrew,howfarbackdoyouthinkdatahasbeencollectedoncoffeeconsumptioninthe,whatareyourcoffeedrinkinghabits,pleaseanswerthefollowingdemographicquestions.aswithallanswersint,gender,educ,income,relig,ethnic,age,conserv,english,thankyouforparticipating.pleaseanswerthefollowingfewquestionstoh,@1.didyoufindanyaspectoftheprocedureoddorconfusing,@2.whatdidyouthinkwewerestudying,@3.doyouthinkthattheremayhavebeenmoretothisstudythanmeetstheeyei,@4.doyouhaveanyadditionalthoughtsorcommentsaboutthestudy,attention,filter_$
0,1,6.466666667,6.666666667,5.333333333,6,3.5,1,1,1,5,7,7,4,8,8,6,7,8,6,5,5,5,8,8,3,7,1,8,1,3,1,1,7,5.482,5.482,8.163,1,2,10.309,10.309,11.75,1,5,11.088,11.088,12.193,1,8,18.007,22.369,23.338,2,8,13.298,13.298,14.346,1,3,15.957,15.957,17.298,1,6,14.573,14.573,21.905,1,3,6.194,6.194,10.22,1,5,16.849,16.849,17.892,1,3,9.34,9.34,14.68,1,4,10.163,10.163,11.861,1,7,17.282,17.282,18.773,1,1,1,5,1,4,8,9,7,4,7,1,8,7,4,7,2,5,9,9,6,9,8,1,39.261,97.961,123.304,6,7,1,It's the perfect food.,2,Every Saturday night is video gaming night with friends and family so Saturdays are Pizza night.,1,64.685,98.586,99.565,4,5,1,They can't afford the tickets,1,I hate football or any other sport for that matter.,1,70.348,119.36,120.11,6,3,1,Their lazy,1,I carpool to work most days,1,7.021,113.162,113.855,5,8,1,The drive to own the newest and best technology,4,I hate the direction American TV has gone in. I DON'T care about reality TV. I usually end up watching Anime or Asian dramas because they still actually do TV in a good format. Not reality tv.,1,93.072,121.586,122.375,5,5,1,Not sure,1,I only use them for work.,1,9.542,29.593,36.117,5,8,1,No left overs to throw away,3,Twice a day,1,2,4,45000,Agnostic,Hispanic,39,4,1,1,nope,not sure,nope,Thank you and good luck,1,1
0,2,4.933333333,7,4.666666667,5.833333333,3.6,1,1,1,5,6,8,2,2,2,2,6,6,7,8,4,6,6,4,3,7,1,8,1,3,1,1,7,11.226,19.214,22.592,4,5,19.918,30.182,32.146,2,8,25.823,25.823,29.256,1,8,34.292,34.292,35.939,1,8,38.368,38.368,48.297,1,1,30.576,33.086,34.819,3,1,24.792,24.792,35.483,1,3,22.556,22.556,30.029,1,7,43.549,43.549,45.772,1,3,17.264,17.264,18.717,1,7,14.868,14.868,16.102,1,6,26.606,26.606,30.648,1,1,1,3,1,4,3,7,2,1,5,1,9,4,2,4,1,7,4,6,4,4,8,1,22.523,116.729,119.309,8,4,2,"The over saturation of the market with pizza places. Also, the cost of ingredients along with transporting these ingredients.",2,Once a week on average I get it.,1,18.076,85.021,86.019,6,5,1,Price of tickets and drive time.  It's much nicer to sit in your house than go to a stadium where everything is overpriced.,3,Big games and playoffs usually.,1,40.885,119.464,172.385,9,3,1,"Laziness.  And it is much easier to get in a car and drive.  Commute time as well.  It would take too long if someone has a substantial commute, which most people do.",3,"I drive everywhere.  I plan on buying a bike this summer for work though.  I luckily live nearby.  But as far as groceries, etc, I drive constatntly.",1,35.012,123.733,125.565,6,8,1,"There is money in making the devices, so more companies put out products and they have to stand out, so the devices become more frequent.",4,I have a few shows at a time I watch online.  5-6 hrs per week.,1,234.274,300.323,346.721,6,9,1,"You can't do anything without the internet for a lot of things.  The younger generation that grew up on it uses it constantly, while the older generations are dying out.",1,I don't use search engines primarily; I usually know the sites I will go to.  I have my personal and work email up in a browser all day.,1,17.197,58.101,58.804,7,6,1,Simplicity.  You only have to make one serving at it takes a few seconds.,3,Cup or two in the morning.,1,1,4,75000,none,white,35,3,1,1,Not particularly.,How different people account for consumer habits.,"I assume so, but I can't think of the ulterior motive.",I do not.,1,1
0,1,8,5,5.666666667,5.333333333,4.8,1,1,1,6,5,9,9,9,8,9,7,7,9,7,8,9,9,9,3,7,1,8,1,3,1,1,7,17.52,17.52,18.852,1,8,13.166,13.166,14.205,1,5,13.702,13.702,15.064,1,8,16.954,16.954,17.474,1,7,13.201,13.201,14.346,1,5,14.321,14.321,16.126,1,8,5.87,5.87,6.407,1,2,9.75,9.75,11.478,1,8,6.591,6.591,9.583,1,3,6.998,6.998,8.679,1,2,40.196,40.196,42.681,1,8,10.029,10.029,10.736,1,1,1,7,9,5,8,7,6,5,5,3,6,2,6,9,8,8,6,7,4,9,4,1,46.737,124.387,125.482,5,2,1,The laziness of Americans who don't cook and that have a lot of money.,4,I love pizza but I refuse to eat it more than once a month.,1,14.888,137.972,152.8,7,9,2,I think that the price for live football tickets are still too high for most Americans to purchase.,2,I view every football game and Superbowl every year?,1,36.682,97.389,99.012,5,5,1,Since Americas are getting better jobs they are able to afford cars to drive to work.,4,I drive to work and school only.,1,34.585,99.648,163.674,5,4,1,I believe that researchers and developers are the main cause of the growth of devices being built.,4,"I watch TV about 5 hours a week, including movies.",1,64.574,197.697,198.781,5,9,1,The reasons why internet use in America is increasing because of the constant web updates and technology that keeps being produced that uses internet. Plus its very easy to use the internet whenever available.,1,I use the internet and email on a daily basis.,1,6.446,69.788,70.364,5,3,1,The success of one cup is giving an adult the energy to focus on any task necessary.,4,I drink coffee daily.,1,2,3,30000,Catholic,Hispanic,24,2,1,1,No I understood the question.,How the participants read questions carefully and viewing the opinion of the American people.,No I believe this survey was on point :),No I liked this survey very much!,1,1
0,6,5.333333333,5.333333333,4,4.666666667,5.2,1,1,1,6,4,6,5,5,7,4,4,6,6,6,6,5,5,5,3,7,1,8,1,3,1,1,7,6.401,12.242,17.504,2,1,27.588,27.588,29.579,1,3,43.472,43.472,44.783,1, ,0,0,60.007,0,5,22.24,25.513,30.023,2,7,12.093,12.093,25.991,1,5,23.658,23.658,25.139,1,5,21.348,29.845,31.142,2,1,31.52,40.301,43.16,2,2,24.411,28.72,50.718,2,6,28.25,32.664,33.908,2,7,37.892,54.457,59.241,2,1,1,5,6,6,4,6,5,6,5,4,4,5,5,4,4,6,5,4,3,5,4,1,12.48,138.09,139.088,5,5,1,fair,3,1 a month,1,6.18,41.252,42.546,6,5,1,ticket price,3,none,1,6.7,33.843,35.615,6,2,2,lack of infrastructure,4,rarely driving,1,7.516,47.412,53.365,5,5,1,peer pressure,3,no tv,1,14.967,34.672,41.439,5,6,1,availability,2,daily,1,10.932,45.734,46.775,6,5,2,laziness,3,quit coffe a few months ago,1,2,3,60000,agnostic,caucasian,34,3,1,1,no,manipulation,manipulation,no,1,1
0,5,5,4.333333333,2.333333333,3.333333333,4.85,1,1,1,7,5,1,5,5,5,5,1,7,8,3,6,6,5,6,3,7,1,8,1,3,1,1,7,3.951,3.951,4.761,1,1,11.036,11.036,12.645,1,1,12.345,12.345,13.541,1,4,24.894,32.362,33.032,2,2,14.285,14.285,22.733,1,3,17.89,17.89,34.459,1,1,16.762,16.762,19.777,1,7,21.26,21.26,22.63,1,6,22.921,22.921,24.175,1,4,15.177,16.426,17.562,3,6,24.372,27.308,28.38,2,7,22.846,23.569,24.323,2,1,1,3,7,5,7,6,6,7,6,2,5,4,4,6,2,3,3,6,7,4,2,1,23.534,46.43,50.661,6,1,1,Capitalism.,2,"I like pizza, but I prefer making pizza at home from scratch rather than ordering it.",1,37.504,56.71,78.15,6,4,1,"It's easier to sit on your couch at home, and game tickets are expensive. I suppose being able to have parties with friends is also a factor, but I dunno.",2,I don't.,1,26.268,166.178,166.691,5,1,1,"I think it's a combination of a lot of things. It would depend on the area; the area I grew up was not a safe place to ride bikes, due to high traffic, no space on the side of the rode to be passed in, and very hilly. The weather would also be a factor - if it was freezing most of the year, or often had precipitation, I wouldn't want to dress nicely to work. Also, for women who wear dresses and skirts, it might not be practical. It's also difficult to carry a briefcase on a bike. But the major reason is laziness.",3,"I both drive to work, and take the bus, depending on the day and which site I'm going to. If I got to the usual office, I take the bus. On days where I need to attend meetings elsewhere, I drive there.",1,45.803,84.35,85.092,5,3,1,"People keep buying them, so why not keep making them? Capitalism, folks.",2,"I will have the TV on while doing other tasks, mostly for background noise. I listen to books on tape just as often.",1,140.201,185.183,185.981,6,9,1,"There are more ways to use the internet, and it's cheaper. Also the internet is pretty awesome.",2,"All the interwebs forever! /  / I communicate with email for work and school, and I'm great at searching the internet.",1,19.92,61.591,61.977,9,2,1,It's easier. Current society is all about convenience and instant gratification.,4,"I drink too much coffee, but I brew a whole pot and use it for a few days.",1,2,3,10000,none,caucasian,22,2,1,1, ,i have no idea,"yes, but i really don't know",no,1,1
0,7,7.866666667,7,6,6.5,5,1,1,1,9,9,9,5,9,5,9,1,8,9,9,9,9,9,9,3,7,1,8,1,3,1,1,7,4.162,7.215,27.844,2,1,7.948,7.948,24.499,1,3,1.893,36.893,42.424,2,6,41.479,51.781,60.009,2,2,23.1,23.1,56.385,1,7,54.407,54.407,59.993,1, ,0,0,60.011,0,5,35.946,55.188,59.986,3,6,43.022,43.022,60.003,1,4,26.635,51.023,57.57,2,6,17.684,33.332,42.973,2,3,55.541,55.541,60.008,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,61.201,163.139,234.123,6,3,1,"I don't even know what the current prices are, because I don't eat it. Last time I had it, someone brought it over, about 4 years ago. If they're high, it's probably because of consumer demand.",4,"Don't eat it for a number of reasons: GMO cheese, GMO flour, GMO tomatoes, high salt content, fattening.",1,3.869,240.2,245.16,6,7,1,"Too expensive, too far, too cold.",4,"I don't watch it. BTW, somebody should check out those statistics on females. I have a sneaking suspicion that the reason 55% of women watch it is related to their husbands/boyfriends, such as they watch together. If they were single like me, would they still watch?",1,2.171,135.049,220.047,6,9,1,"It's too far. But that's no reason to create sustainable communities where people live like rats. Sorry, but I still believe in commuting to work.",4,I don't commute and mostly use the car to go shopping.,1,81.881,285.154,290.103,9,9,1,Consumer demand,4,"During daylight savings time, I probably watch a couple hours every night. When it gets dark early, I'll watch more. It varies. I'll watch a DVD once or twice a week usually.",1,72.568,187.681,190.532,5,9,1,"Older adults have picked up usage, such as Baby Boomers and X'ers.",1,"I check email daily multiple times and google whenever I want to find information. Sometimes, it's for buying something and other times it's just for information.",1,69.82,90.567,126.442,5,2,1,"It's convenient and fast, easier to clean, no leftovers.",4,Don't drink it.,1,2,6,2500,Christian,white,57,8,1,1,no,If rational exercises clarified thinking,"Yes. Perhaps, to expose our own lack of logical thinking when it comes to certain activities.","I'm on dial up, so my time was a bit shortened on the beginning exercises. Thanks, & Jesus Bless.",1,1
0,2,6.066666667,5.666666667,3.333333333,4.5,5.8,1,1,1,8,7,3,4,8,7,7,5,5,7,7,7,5,7,4,3,7,1,8,1,3,1,1,7,23.714,23.714,26.593,1,4,32.431,37.542,40.054,2,8,36.55,36.55,40.717,1,4,22.304,22.304,24.239,1,5,18.264,18.264,19.766,1,8,37.516,37.516,39.659,1,4,18.764,18.764,22.412,1,5,29.37,32.523,33.464,2,5,17.702,17.702,21.917,1,7,17.823,17.823,25.373,1,7,14.231,26.727,28.106,2,3,8.114,8.114,10.268,1,1,1,5,2,5,2,7,7,7,2,4,3,5,5,2,9,5,5,3,3,8,5,1,8.931,50.938,72.852,6,7,1,People love the taste of pizza.,3,Very often. Twice a week.,1,111.862,205.682,207.996,5,3,2,It cost too much money.,2,Not very often. It is a violent sport.,1,35.498,66.225,177.139,6,3,1,It is more easy to drive a car.,2,I take the bus.,1,22.536,102.02,103.066,5,5,1,"Commercials make a lot of money, so they make it easy for people to watch TV.",3,"Everyday, almost.",1,10.102,141.62,142.685,5,5,1,Computers are more and more and it is hard to complete certain things now a days without being online.,2,Much. A lot. Every day almost.,1,47.501,96.995,98.453,5,4,1,People are hooked on caffeine.,2,Not much. Maybe once per week.,1,1,3,25000,Pentecostal / Christian,black,44,4,1,1,"Yes. It seems too long. They say 10 minutes or so, but it seems to take much longer, more like 35 minutes.",Shopping habits.,Yes. I think that it was mainly about shopping habits but some of the questions seemed tricky.,none,1,1
0,5,4.6,6.666666667,4,5.333333333,4.5,1,1,1,5,5,7,5,2,4,5,5,6,5,6,7,2,3,2,3,7,1,8,1,3,1,1,7,10.728,10.728,16.934,1, ,0,0,60.004,0, ,0,0,60.014,0, ,0,0,60.005,0,2,23.337,23.337,24.255,1,7,37.624,37.624,40.948,1,1,29.931,29.931,31.431,1,5,32.594,32.594,33.55,1, ,0,0,60.004,0,2,1.855,23.31,30.224,3, ,0,0,60.006,0,2,52.884,52.884,53.952,1,1,1,5,3,5,4,5,7,3,5,6,6,5,5,7,5,3,4,6,4,3,7,1,51.978,136.779,144.606,8,7,1,increase in the price of ingredients,1,"I don't eat pizza parlor pizza  very often. Maybe, 4 or 5 times a year. I make homemade pizza on Italian bread and eat that more often. But, I love pizza and could easily eat it more often.",1,74.511,99.402,106.546,5,5,2,It's more convenient to watch it when you want to.,3,I don't watch football.,1,46.985,255.314,256.464,7,2,1,"We are not set up for that mode of transportation. If people want to bike to work, they have to have somewhere to put the bike when they get there. Or, they have to have the kind of bike that folds up and can be brought in to work. Also, many people work a long distance from work and cannot easily ride a bike there. People are used to having their cars to do errands before and after work which might make it difficult to use a bike instead. Also, many people have to transport their children before and after work from school or babysitters.",2,"When I was working I used to the subway about a mile, but I took the subway into work. Now, I only use my car for longer drives and to drive at night to visit people. During the day I walk and do my errands during my walk.",1,52.117,1843.188,1847.275,21,8,1,People don't want to watch tv when it's on. They like having the ability to watch something when it is convenient for them. Now that the technology is available they want the convenience of being able to watch things any time and any where they want. People don't seem to be able to entertain themselves any more so they are constantly connected to various technical devices.,4,I watch too much tv. I watch about 7 hours of tv a day.,1,40.337,92.338,93.546,8,5,1,A lot more people are around who grew up with the internet. More businesses are using it so people have to use it for work.,1,I use email and the internet almost every day.,1,30.612,95.559,99.073,6,5,1,"A lot more people are living alone and don't want to make a whole pot. It's faster, you don't have to wait for a pot to brew. And everyone can have a different type of coffee if they want.",3,I don't drink coffee.,1,2,4,22000,Catholic,Wihte,57,3,1,1,no,I have no idea,"There probably is, but I don't know what it was.",no,1,1
0,6,6.466666667,6,5.333333333,5.666666667,4.75,1,1,1,8,7,4,5,5,6,8,7,7,9,7,5,5,6,8,3,7,1,8,1,3,1,1,7,10.88,10.88,12.037,1,1,20.631,20.631,22.485,1,5,19.799,19.799,21.455,1,6,30.306,30.306,31.804,1,2,10.614,10.614,17.211,1,4,15.039,15.039,16.917,1,5,14.649,14.649,20.501,1,8,12.863,12.863,14.031,1,3,13.319,13.319,14.437,1,3,8.21,8.21,9.511,1,6,23.88,23.88,25.035,1,5,6.4,6.4,7.714,1,1,1,4,4,4,8,7,6,3,7,3,6,7,5,7,7,7,4,3,4,8,7,1,27.543,51.204,51.983,5,6,1,the cost of transporting the goods,2,one pizza a month,1,18.258,77.101,86.324,6,7,2,the cost of going to a game and the games location,1,i watch occasionally when i have time,1,22.929,44.145,51.566,5,3,1,the cost of gas,1,do not drive to work,1,20.31,109.108,113.772,7,4,1,the number of companies who want to compete for your money,1,rarely watch TV,1,17.405,40.974,65.873,5,8,1,cost of stamps and the quickness of emails vs regular mail,2,check my email multiple times a day and am on the internet often,1,24.613,50.381,51.343,5,6,1,quick option for people on the go,1,have one cup a day,1,2,4,24000,cathloic,white,32,5,1,1,no,understanding patterns of thinking,no,nothing additional,1,1
0,2,6.466666667,8,4.333333333,6.166666667,4.7,1,1,1,8,8,8,7,5,5,8,9,9,6,2,3,2,9,8,3,7,1,8,1,3,1,1,7,7.689,7.689,8.994,1,3,11.564,11.564,12.992,1,1,29.422,34.292,37.572,2,6,10.684,10.684,31.224,1,8,22.472,22.472,43.368,1,5,14.021,18.229,22.614,2,5,16.479,16.479,21.132,1,6,14.2,14.2,43.668,1,6,25.227,25.227,58.745,1,3,14.921,14.921,16.252,1,5,23.869,51.447,52.382,2,7,23.223,42.855,45.654,2,1,1,3,2,4,8,5,5,2,7,3,7,6,7,5,4,4,2,6,6,7,3,1,62.388,111.89,115.761,6,7,1,need and demand,1,1 slice a month average,1,67.445,121.215,122.608,5,7,1,Expense and time involved in attending a live game.,2,I don't watch,1,83.575,153.107,154.157,6,3,1,Convenience,1,"I try to drive as little as possible, and attempt to arrange safest, fastest and best route to get everything done in one trip.",1,90.167,164.144,165.121,6,9,1,The quality and availability to show and movies are more readily available and streaming availability has improved.,1,about 4 hours a day,1,91.691,205.825,206.837,8,8,1,Easy access and portability to these items as well as more people have learned how to use them.,2,"I use search engines regularly and check my email at least once per day on my computer. In addition I have email, text and internet access on my phone and usually use one of all at least once per day",1,82.62,130.872,146.853,5,3,1,"People are trying to consciously cut back on their caffeine consumption for improved health, and single help encourages less consumption.",1,I drink an average of 2 cups instant coffee per day.,1,2,3,0,christian,white,46,4,1,1,no,not a clue,yes. Not sure,no,1,1
0,2,6,6.666666667,6,6.333333333,5.2,1,1,1,7,6,6,7,2,6,7,6,7,7,6,6,5,7,5,3,7,1,2,1,2,1,1,7,14.539,14.539,16.078,1,6,10.869,10.869,11.812,1,5,22.633,22.633,23.608,1,6,14.533,14.533,15.886,1,8,25.485,25.485,26.894,1,1,11.242,11.242,12.449,1,5,20.441,20.441,22.128,1,8,20.185,20.185,21.47,1,5,16.138,16.138,17.329,1,5,12.041,12.041,13.13,1,7,21.249,21.249,22.734,1,2,11.103,11.103,12.362,1,1,1,4,5,6,4,3,6,5,5,4,3,2,5,4,5,6,5,6,2,8,6,1,24.744,98.339,109.11,10,7,1,Because of how many people eat pizza.,2,I eat a pizza once a week.,1,17.002,107.708,108.815,7,7,1,"With the great televisions now available and computers and tablets, its more convenient to watch the games on these than in person.",2,I never watch.,1,13.462,88.592,89.597,6,4,1,Perhaps laziness. Also many people live so far away from where they work at.,1,I drive everywhere and usually by myself.,1,46.36,111.068,112.206,7,7,1,It is the demand. Consumers want these devices.,1,I watch a lot of T.V. about 20 hours per week.,1,61.15,218.715,233.482,9,6,1,"Almost everyone has a computer or iPhone today. Back in the day things such as phone books, etc. were available to people and these type of research and information materials are going away.",2,I tend to use e-mail over any other kind of communication for the last 5 years. I also tend to Google search just about anything I do not know or have a question about.,1,27.214,94.206,95.112,6,7,1,Companies have come a long ways with the single cup coffee makers. There are also more single people or single households.,1,I drink about 5 cups a day - throughout the day.,1,2,5,88000,christian,white,49,5,1,1,the shapes.,peoples perceptions,yes I do however i am really unsure what it may be,no,1,1
0,3,4.933333333,6,4.333333333,5.166666667,4.85,1,1,1,7,4,4,4,5,2,7,4,7,6,5,5,5,5,4,3,7,1,8,1,3,1,1,7,6.807,20.072,24.324,3,2,26.14,26.14,31.145,1,8,27.994,27.994,29.464,1,8,9.248,9.248,10.769,1,5,12.478,12.478,14.564,1,6,9.237,10.698,13.31,2,1,19.992,19.992,21.27,1,5,7.23,7.23,8.723,1,3,14.591,14.591,19.793,1,6,13.993,13.993,15.234,1,4,12.451,12.451,14.677,1,6,5.976,5.976,12.104,1,1,1,5,7,3,7,5,5,5,5,5,5,5,5,5,5,6,4,5,2,5,5,1,29.632,69.68,70.74,7,6,1,THE POPULARITY OF IT,3,"ABOUT 3 TIMES A WEEK, EATING 5 PIECES EACH TIME",1,10.54,31.792,42.285,6,5,2,THE TICKET PRICES,2,I ONLY WATCH THE SUPERBOWL,1,14.769,34.268,37.862,5,5,1,SAVING MONEY,4,I DRIVE MAYBE ONCE A WEEK,1,7.903,42.516,51.941,5,5,1,THE ENTERTAINMENT FACTOR,3,2-4 HRS A DAY,1,11.43,32.552,44.445,5,7,1,FASTEST WAY OF COMMUNICATION,2,I'M ON THE INTERNET MAJORITY OF THE DAY,1,15.853,34.989,41.334,5,3,1,PEOPLE ARE BECOMING SELFISH,4,I DONT DRINK COFFEE,1,1,3,40000,BELIEVER,BLACK,32,5,1,1,NO,HOW THE BRAIN WORKS,NO,NO,1,1
0,4,5.133333333,5.333333333,5,5.166666667,5,1,1,1,6,6,5,6,4,4,6,6,4,4,4,6,6,6,4,3,7,1,8,1,3,1,1,7,5.754,5.754,7.088,1,8,6.636,6.636,8.368,1,4,15.56,17.043,18.857,2,6,15.97,15.97,17.049,1,3,12.789,12.789,13.882,1,3,6.586,6.586,7.97,1,1,12.461,12.461,14.949,1,5,20.863,20.863,21.421,1,6,8.494,8.494,9.114,1,7,1.144,1.144,2.786,1,5,7.547,10.694,11.432,2,6,1.478,1.478,2.016,1,1,1,6,4,6,4,7,6,6,5,4,6,5,4,4,6,5,4,4,4,4,4,1,2.057,14.908,19.02,5,5,2,travel and food prices have risen,1,i never eat pizza,1,2.359,24.909,25.379,5,5,2,not all are avalible on regular cable,1,i want the superbowl,1,1.963,16.899,21.818,6,5,2,not everywhere is bike friendly,1,i almost never drive,1,5.715,41.597,42.235,5,5,1,urban spread. not all places have cable hookups,2,i watch the local news,1,4.489,32.384,32.941,5,6,1,more countries are allowing it,2,im online all day,1,5.736,23.186,23.678,5,5,2,kuerig,1,i drink coffee daily,1,2,3,20000,christian,white,27,5,1,1,no,unsure,nope,no,1,1
0,3,6,5,5.666666667,5.333333333,2.95,1,1,1,8,7,7,2,7,7,7,8,7,8,3,7,3,3,6,3,7,1,2,1,3,1,1,7,20.963,20.963,24.038,1,1,46.334,46.334,50.882,1,5,36.752,36.752,37.743,1,6,27.432,27.432,31.771,1,5,32.653,32.653,37.141,1,6,40.994,40.994,42.754,1,5,34.551,34.551,36.904,1, ,0,0,60.013,0,5,50.151,50.151,51.428,1,1,47.748,47.748,51.831,1,8,42.584,42.584,44.493,1, ,0,0,60.012,0,1,1,5,2,2,6,8,7,2,6,2,6,4,2,8,2,3,8,8,3,3,8,1,19.82,91.689,178.597,5,4,2,"There is a wide range of prices. The chains are trying to woo customers and develop loyalty by providing bargains, on the other hand the upscale places catering to a more gourmet set are becoming more sophisticated and expensive... so there are a few pricing levels",1,Very litle... I ate more in the past when the children were small and we would order pizza routinely for dinner. Since I live alone i usually only pick up a piece when i am near my favorite pizza place.,1,40.798,105.388,106.519,5,7,2,"Really expensive, hard to get to, better coverage on tv",4,Only watch the last 10 minutes of really important games with local teams,1,26.402,125.071,126.596,6,2,1,"Jobs are toofar, It is hard and you get to work dirty and exhausted. Few places have a way to freshen up and make yourself presentable for work.",3,Drive when I have to. I drive to my job because it is the only way to get there easily. I did casual carpool when I worked in an area that I could.,1,51.013,169.391,170.908,5,5,1,People are really bored with themselves and have become completely dependent on created extenal stimulation.,4,"When I teach during the school year I inly watch on weekends. During the summer I watch almost every day. I watch mostly news and crime dramas, never reality tv.",1,29.481,135.2,136.381,5,6,1,Easier access and more familiarity. Devices are becoming cheaper and more mobile.. they are always with you,1,Check the news on the internet a couple of times a day. Keep in contact with my daughtes through email several times a week. Internet is my first choice for finding ANYTHING I NEED KNOW.,1,20.968,103.293,104.761,7,8,1,smaller households..convenience. My mother stayed home and always had a pot on the stove.,2,"usually one sometimes to cups a day, French Press, Peet's coffee",1,2,5,55000,unaffilaited,white,72,2,1,1,the matching of forms or maybe its just that ai dont like it,beliefs,"I'm certain there is because there alwasys is, but i can't figure this one out.",no,1,1
